Latitude,Longitude,Landuse forest cover in 1990,Landuse shrubland in 1990,Landuse grassland in 1990,Landuse agriculture in 1990,Landuse bareland in 1990,Landuse settlements in 1990,Landuse waterbodies in 1990,Landuse snow and gacier lakes in 1990, Landuse forest cover in 2000,Landuse shrubland in 2000,Landuse grassland in 2000, Landuse agriculture in 2000,Landuse bareland in 2000,Landuse settlements in 2000,Landuse waterbodies in 2000,Landuse snow and gacier lakes in 2000,Landuse forest cover in 2010,Landuse shrubland in 2010,Landuse grassland in 2010,Landuse agriculture in 2010,Landuse bareland in 2010,Landuse settlements in 2010 ,Landuse waterbodies in 2010, Landuse snow and gacier lakes in 2010,Slope 0-5 degrees,Slope 5-10 degrees,Slope 10-15 degrees,SLope 15-20 degrees,SLope 20-25 degrees,Slope 25-30 degrees,Slope 30-40 degrees,Slope 40-50 degrees,Slope 50-60 degrees,Slope over 60 degree,Glaciated mountain," Haplumbrepts, Dystrochrepts, Cyrumbrepts soils","Dystrochrepts, Haplumbrepts, Haplustalfs","Dystrochrepts, Haplustalfs, Rhodustaifs","Udipsamments, Dystrochrepts, Rhodustalfs","Udipsamments, Dystrochrepts, Rhodustalfs","Udorthents, Haplustalfs, Rhodustralfs "," Haplaquents, Haplaqepts, Eutrocrepts","Haplaquents, Psammaquents, Ustorthents","Rhodustalfs, Dystrochrepts, Haplustailfs",Distance to river 1-99 meters,Distance from river 100-199 meters,Distance from river 200-299 meters,Distance from river 300-399 meters,Distance from river 400-499 meters,Distance from river 500-599 meters, Distance from river 600-699 meters,Distance from river 700-799 meters,Distance from river 800-899 meters,Distance from river over 900 meters,Distance from major roads 0 meters,Distance from major roads 0-50 meters,Distance from major roads 50-75 meters,Distance from major roads  above 75meters,Distance from minor roads 0 meters,Distance from minor roads 0 -25 meters,Distance from minor roads 25-50 meters, Distance from minor roads over 75 meters,Flat Area,Facing North Facing In,Northeast facing in Province 1,East facing ,Southeast facing ,South facing,Southwest facing, West facing,Northwest facing,North facing,ppt500 mm-1000mm, ppt1000mm-3000mm,ppt2000mm - 3000mm,Over 3000 mm,RainFall Erosibity Factor for(500-1000mm),RainFall Erosibity Factor for (1000-3000mm),RainFall Erosibity Factor for (2000-3000mm),RainFall Erosibity Factor for over 3000)
27.608021,87.213063,990900,0,0,0,0,0,0,0,990900,0,0,0,0,0,0,0,0,0,0,789300,0,0,205200,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,153900,239400,126900,101700,138600,139500,136800,117000,138600,113400,73800,67500,45000,22500,0,7200,54000,198900,317700,263700,165600,2700,0,0,0,0,1009800,0,0,0,0,4500,253800,675000,76500,0,0,0,41881.7605,-59.9,-59.9,-59.9
27.1946,86.998728,585000,0,0,407700,0,0,0,0,583200,0,0,406800,0,0,0,0,898200,0,0,93600,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,159300,288000,188100,135000,0,0,0,0,0,0,0,0,0,1800,1800,16200,20700,40500,93600,206100,491400,162900,7200,0,0,0,1009800,0,0,88200,222300,1800,0,4500,172800,261000,207900,81900,94678.9096,143035.177,113922.7303,44842.3483
27.697714,87.015998,0,0,0,0,0,0,0,990900,0,0,11700,0,167400,0,0,813600,12600,0,0,982800,0,0,0,0,0,0,555300,454500,0,0,0,0,0,0,0,0,0,0,101700,173700,99900,78300,175500,99000,106200,106200,107100,101700,108900,102600,59400,24300,27900,82800,101700,144000,179100,187200,285300,32400,0,0,0,0,980100,0,0,33300,124200,225000,124200,149400,148500,110700,99900,25200,81356.2645,60632.1499,54710.9743,13756.1764
27.806328,87.204119,0,0,0,0,107100,0,0,882900,0,0,876600,0,105300,0,0,5400,996300,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,144900,251100,150300,108900,0,0,9000,33300,76500,89100,106200,122400,109800,114300,34200,83700,55800,98100,127800,145800,327600,102600,4500,0,0,1009800,0,0,0,161100,399600,99000,27900,106200,146700,2700,5400,31500,80369.4019,1420.3939,2900.6878,17210.1955
27.361929,88.035101,701100,287100,0,0,0,0,0,0,689400,296100,0,0,0,0,0,0,576900,0,0,412200,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,126900,227700,150300,125100,0,0,0,0,0,0,5400,27000,45900,74700,771300,231300,7200,0,0,0,0,0,0,0,0,0,980100,0,1800,86400,128700,115200,131400,146700,138600,88200,103500,69300,75928.5202,48296.3674,56684.6995,37934.3101
26.716377,86.592533,990000,0,0,0,0,0,0,0,992700,0,0,0,0,0,0,0,0,0,45900,0,522000,0,0,421200,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,43200,85500,59400,59400,0,0,0,2700,28800,71100,115200,135900,134100,129600,18000,56700,126900,123300,127800,80100,57600,900,0,0,0,0,0,942300,0,9000,6300,1800,2700,48600,198000,170100,117900,36900,108494.986,93198.6157,64579.6003,20170.7833
26.8695,86.590033,803700,0,0,189900,0,0,0,0,799200,0,0,193500,0,0,0,0,0,0,843300,0,150300,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,126000,234900,151200,136800,346500,246600,176400,126000,72000,27900,0,0,0,0,66600,95400,74700,70200,84600,114300,266400,198000,9900,0,0,980100,0,0,0,27900,22500,48600,222300,67500,102600,106200,279900,102600,56191.2682,58164.9934,153397.2343,56191.2682
27.51644,87.046435,992700,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,988200,0,0,0,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,36900,66600,55800,63000,75600,68400,81000,99000,134100,135000,116100,105300,81000,60300,10800,19800,44100,58500,110700,154800,348300,247500,45900,0,0,0,1009800,0,0,0,60300,240300,307800,179100,125100,75600,52200,0,68527.0507,41388.3292,28559.1154,-59.9
28.019328,86.861465,0,0,0,0,0,0,0,993600,0,0,0,0,126000,0,0,866700,817200,0,180900,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,82800,148500,90900,81000,0,0,0,9900,32400,45000,59400,77400,91800,109800,486000,406800,89100,27000,900,0,0,0,0,0,0,980100,0,0,0,126900,179100,125100,139500,117000,68400,46800,117000,90000,37440.8788,25598.5276,64086.169,49283.23
26.733351,87.054416,0,0,486900,0,502200,0,0,0,0,0,0,987300,0,0,0,0,0,0,0,996300,0,0,0,0,0,0,0,0,0,0,0,537300,503100,0,0,0,0,0,14400,31500,29700,22500,0,2700,20700,39600,64800,80100,91800,119700,126000,133200,7200,20700,41400,49500,67500,142200,398700,248400,64800,0,0,0,980100,0,0,78300,365400,288900,17100,31500,178200,19800,27900,33300,97639.4974,10795.5886,15236.4703,18197.0581
26.611377,88.128301,0,0,0,943200,21600,0,22500,0,0,0,0,863100,119700,0,3600,0,997200,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,13500,29700,25200,27000,0,9000,28800,40500,67500,83700,91800,121500,133200,128700,5400,9900,56700,143100,209700,221400,292500,71100,0,0,0,0,1009800,0,0,2700,2700,46800,288000,308700,216900,92700,38700,12600,118857.0433,50763.5239,21157.6459,6848.1382
27.646966,87.53848,0,0,0,0,0,0,0,991800,0,0,180900,0,791100,0,0,17100,0,0,0,0,113400,0,0,874800,1009800,0,0,0,0,0,0,0,0,0,0,0,0,0,78300,149400,98100,89100,0,0,0,0,0,0,101700,96300,92700,116100,0,0,8100,22500,53100,129600,414000,314100,65700,2700,0,0,1009800,0,0,0,2700,132300,395100,328500,151200,0,0,0,82836.5584,-59.9,-59.9,-59.9
27.00948,86.908462,758700,0,0,229500,0,0,0,0,769500,0,0,219600,0,0,0,0,0,0,171000,0,792900,0,0,20700,0,1040400,0,0,0,0,0,0,0,0,0,0,0,0,149400,255600,154800,138600,0,0,0,0,0,0,0,19800,62100,100800,4500,27000,47700,108900,171900,203400,296100,116100,29700,4500,0,980100,0,0,0,18900,205200,399600,90900,22500,114300,130500,24300,3600,62605.8751,71487.6385,13262.7451,1913.8252
27.620826,87.708535,0,0,0,0,0,0,0,988200,0,0,741600,0,190800,0,0,56700,0,0,296100,0,74700,0,0,621000,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,103500,189000,126900,117000,279000,234900,211500,195300,59400,2700,0,0,0,0,67500,130500,151200,124200,145800,121500,192600,46800,0,0,0,1009800,0,0,900,9900,17100,44100,182700,208800,93600,78300,300600,44100,51256.9552,42868.6231,164746.1542,24118.2337
26.827802,86.949125,627300,113400,0,249300,0,0,0,0,612900,122400,0,254700,0,0,0,0,0,0,0,0,4500,0,0,989100,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,46800,90900,65700,61200,0,0,0,0,0,0,0,38700,75600,105300,37800,139500,238500,293400,183600,112500,35100,0,0,0,0,0,1009800,0,0,147600,169200,38700,18000,76500,90900,119700,234000,145800,49776.6613,65566.4629,128232.238,79875.9706
26.968157,87.819743,96300,0,0,892800,0,0,0,0,90000,0,0,899100,0,0,0,0,774000,0,21600,200700,0,0,0,0,0,0,766800,213300,0,0,0,0,0,0,0,0,0,0,51300,102600,76500,74700,336600,231300,204300,140400,74700,8100,0,0,0,0,0,16200,47700,74700,168300,217800,333900,119700,1800,0,0,952200,57600,0,0,34200,0,0,7200,103500,248400,126000,285300,175500,136127.1388,69020.482,156357.8221,96159.2035
27.267191,86.771015,963900,0,0,26100,0,0,0,0,954000,0,0,39600,0,0,0,0,91800,0,0,898200,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,72900,120600,68400,58500,0,0,0,70200,93600,95400,108900,97200,97200,114300,11700,18900,49500,90000,151200,174600,208800,162000,99000,14400,0,0,980100,0,0,102600,151200,33300,72900,302400,190800,20700,30600,75600,104547.5356,11289.0199,16716.7642,41388.3292
27.386915,87.523051,901800,0,0,88200,0,0,0,0,861300,0,0,129600,0,0,0,0,569700,1800,0,423900,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,86400,165600,108000,89100,0,0,0,0,13500,69300,102600,100800,108900,141300,2700,23400,41400,70200,145800,206100,370800,106200,29700,13500,0,980100,0,0,0,43200,14400,7200,92700,114300,21600,61200,512100,143100,11782.4512,33493.4284,280702.5097,78395.6767
27.298394,87.094962,740700,0,0,250200,0,0,0,0,715500,0,0,273600,0,0,0,0,444600,18000,0,531000,0,0,0,0,0,0,867600,112500,0,0,0,0,0,0,0,0,0,0,62100,124200,90900,85500,232200,185400,159300,126900,99900,98100,75600,18000,0,0,1800,28800,141300,318600,327600,158400,61200,2700,0,0,0,1009800,0,0,0,0,0,0,0,83700,564300,310500,81900,0,309321.5251,170173.8985,44842.3483,-59.9
26.423944,87.138108,0,0,0,671400,300600,0,0,0,0,0,0,974700,0,0,0,0,945900,0,0,51300,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,41400,80100,59400,64800,207900,149400,144000,132300,135000,100800,81900,39600,4500,0,900,9900,22500,64800,180000,266400,450900,45000,0,0,0,606600,403200,0,0,33300,204300,96300,0,0,0,99900,415800,190800,-59.9,54710.9743,227905.3606,104547.5356
26.974896,86.655526,163800,0,0,829800,0,0,0,0,142200,0,0,850500,0,0,0,0,791100,0,0,204300,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,54900,104400,72900,62100,193500,166500,165600,139500,115200,83700,58500,47700,22500,1800,9000,46800,104400,199800,228600,184500,181800,25200,0,0,0,0,980100,0,0,61200,29700,0,900,15300,203400,297000,304200,68400,111455.5738,162772.429,166719.8794,37440.8788
27.494427,87.337782,694800,0,0,292500,0,0,0,0,708300,0,0,281700,0,0,0,0,733500,0,0,262800,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,135000,241200,144000,108000,900,13500,36000,52200,88200,130500,164700,181800,143100,109800,1800,10800,16200,32400,55800,100800,326700,305100,108900,21600,0,0,1009800,0,0,900,45900,290700,243000,24300,69300,240300,64800,900,37934.3101,131686.2571,35467.1536,433.5313
27.488786,87.650067,870300,118800,0,0,0,0,0,0,865800,125100,0,0,0,0,0,0,169200,0,0,824400,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,78300,152100,105300,99000,30600,48600,83700,98100,115200,106200,110700,105300,110700,83700,5400,39600,72900,143100,182700,205200,252000,72000,7200,0,0,1040400,0,0,0,99900,121500,31500,131400,396000,74700,6300,32400,86400,40894.8979,3394.1191,17703.6268,47309.5048
26.794649,87.298265,137700,0,0,143100,72900,632700,0,0,149400,0,70200,153000,0,616500,0,0,714600,0,23400,256500,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,174600,283500,171000,125100,0,0,0,0,0,9000,35100,70200,94500,106200,13500,73800,172800,257400,216900,126000,113400,33300,2700,0,0,980100,0,0,0,77400,205200,222300,33300,37800,89100,130500,165600,48600,48789.7987,71487.6385,90731.4592,26585.3902
27.74933,87.837692,0,900,172800,0,46800,0,0,766800,0,1800,798300,0,189900,0,0,0,255600,0,0,730800,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,68400,136800,108900,102600,166500,145800,137700,115200,125100,107100,86400,65700,35100,13500,29700,45900,74700,104400,151200,156600,296100,121500,0,0,0,980100,0,0,0,210600,141300,33300,20700,36000,89100,79200,199800,170100,48789.7987,43362.0544,109481.8486,93198.6157
26.994874,86.827329,749700,0,0,244800,0,0,0,0,756900,0,0,234000,0,0,0,0,861300,126900,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,16200,31500,21600,20700,0,0,0,2700,22500,38700,54000,83700,126900,162900,25200,99000,143100,148500,157500,157500,196200,34200,36000,12600,0,0,1009800,0,0,84600,44100,5400,5400,75600,116100,192600,316800,169200,63592.7377,105534.3982,173627.9176,92705.1844
26.671938,87.621821,0,0,0,597600,350100,10800,30600,0,0,0,0,634500,294300,19800,40500,0,118800,0,79200,181800,0,615600,0,0,0,0,0,0,0,0,1009800,0,0,0,36000,68400,54900,53100,41400,79200,66600,73800,198000,119700,107100,108000,111600,108900,90000,76500,52200,17100,7200,34200,52200,98100,179100,193500,320400,116100,9000,0,0,0,1009800,0,0,13500,0,0,37800,248400,252000,130500,285300,42300,138100.864,71487.6385,156357.8221,23131.3711
27.568107,87.866721,304200,0,467100,217800,0,0,0,0,422100,0,360900,206100,0,0,0,0,0,0,0,774000,12600,16200,189000,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,4500,10800,10800,12600,0,0,0,0,0,0,0,19800,73800,107100,900,40500,179100,324900,297000,112500,23400,1800,0,0,0,1009800,0,0,0,266400,369000,38700,2700,0,0,67500,119700,116100,-59.9,36947.4475,65566.4629,63592.7377
27.463008,87.991162,430200,174600,150300,234000,0,0,0,0,599400,137700,0,251100,0,0,0,0,771300,217800,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,33300,72900,72900,76500,0,0,0,0,0,3600,29700,54900,81900,105300,22500,79200,155700,214200,210600,158400,130500,9000,0,0,0,1009800,0,0,0,117900,291600,207900,54000,4500,18900,52200,156600,76500,10302.1573,28559.1154,85797.1462,41881.7605
27.20027,86.646759,328500,0,0,662400,0,0,0,0,340200,0,0,654300,0,0,0,0,64800,0,9000,917100,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,97200,190800,144000,126900,322200,280800,270000,122400,0,0,0,0,0,0,99900,171000,234000,187200,95400,84600,70200,57600,9900,0,0,0,980100,0,0,22500,98100,262800,162000,150300,174600,79200,45000,15300,95665.7722,43362.0544,24611.665,8328.4321
26.986641,87.228638,63900,0,0,923400,0,0,0,0,64800,0,0,924300,0,0,0,0,603000,167400,0,225000,0,0,0,0,0,82800,927000,0,0,0,0,0,0,0,0,0,0,0,148500,237600,125100,98100,0,0,0,34200,82800,95400,112500,112500,109800,140400,595800,390600,23400,0,0,0,0,0,0,0,0,0,1009800,0,900,84600,194400,105300,56700,63900,88200,128700,185400,101700,48296.3674,70500.7759,101586.9478,55697.8369
27.721462,87.290268,728100,205200,59400,0,0,0,0,0,711900,217800,62100,0,0,0,0,0,314100,0,67500,611100,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,82800,153000,99900,91800,146700,112500,114300,116100,127800,105300,89100,75600,60300,41400,39600,82800,136800,142200,134100,158400,225000,85500,5400,0,0,980100,0,0,0,16200,32400,85500,100800,136800,238500,315900,70200,13500,130699.3945,173134.4863,38427.7414,7341.5695
26.555834,87.605108,0,0,0,990000,0,0,0,0,0,0,0,990000,0,0,0,0,79200,0,0,916200,0,0,0,0,0,0,0,900,0,0,0,0,0,1039500,0,0,0,0,117900,211500,130500,117000,137700,134100,144000,162000,197100,126000,58500,27000,2700,0,0,0,0,0,0,0,0,0,2700,0,0,2700,0,0,0,0,0,2700,0,0,0,0,0,0,-59.9,-59.9,-59.9,-59.9
26.620605,87.368716,0,0,0,989100,0,0,0,0,0,0,0,990000,0,0,0,0,712800,224100,58500,0,0,0,0,0,0,912600,67500,0,0,0,0,0,0,0,0,0,0,0,118800,182700,94500,86400,0,0,0,0,0,0,0,32400,87300,108900,3600,12600,24300,30600,83700,123300,250200,242100,167400,63900,0,1000800,0,0,0,0,20700,245700,567000,135900,30600,1800,0,0,16716.7642,926.9626,-59.9,-59.9
27.930705,86.613449,0,0,0,0,0,0,0,990000,0,570600,283500,18000,118800,0,0,0,0,0,72900,0,72900,0,0,136800,0,0,275400,0,0,0,0,0,0,0,0,0,0,0,101700,174600,99000,71100,0,0,0,0,0,5400,60300,132300,179100,195300,18000,36000,57600,115200,189000,239400,298800,86400,0,0,0,980100,0,0,0,75600,39600,194400,245700,284400,120600,16200,17100,46800,66059.8942,8821.8634,9315.2947,25598.5276
27.117803,86.682836,0,0,0,988200,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,992700,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,6300,12600,7200,8100,245700,207000,213300,149400,109800,52200,18000,0,0,0,4500,32400,66600,86400,140400,202500,336600,128700,11700,0,0,0,1009800,0,0,0,0,2700,54000,265500,490500,180000,17100,0,268860.1585,98626.36,9315.2947,-59.9
27.865135,88.167273,0,0,0,0,0,0,0,243900,0,0,0,0,0,0,0,323100,0,582300,274500,20700,118800,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,0,55800,106200,85500,92700,0,0,0,0,0,0,6300,59400,98100,108000,7200,20700,29700,65700,103500,129600,341100,208800,82800,20700,0,0,1009800,0,0,97200,147600,17100,1800,30600,231300,237600,190800,55800,126751.9441,130205.9632,104547.5356,30532.8406
26.597232,87.487464,0,0,0,989100,0,0,0,0,0,0,0,990900,0,0,0,0,0,0,0,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,146700,225900,123300,98100,143100,99900,106200,102600,106200,104400,101700,102600,72900,44100,1800,20700,86400,181800,272700,257400,178200,10800,0,0,0,980100,0,0,0,258300,129600,23400,900,0,900,10800,227700,358200,433.5313,5861.2756,124778.2189,196325.7574
26.572551,88.005958,0,0,0,986400,0,0,0,0,0,0,0,987300,0,0,0,0,0,0,0,0,522900,0,0,467100,32400,977400,0,0,0,0,0,0,0,0,0,0,0,0,23400,45900,27000,27900,0,0,0,3600,28800,49500,84600,110700,113400,127800,0,900,1800,14400,64800,137700,415800,315000,87300,2700,0,0,1040400,0,0,0,0,0,0,183600,494100,320400,42300,0,270833.8837,175601.6428,23131.3711,-59.9
27.883792,86.874381,0,0,0,0,0,0,0,992700,0,0,0,0,562500,0,0,430200,0,0,0,0,0,0,0,306900,0,0,233100,0,0,0,0,0,0,0,0,0,0,0,89100,166500,108900,98100,116100,106200,108900,114300,111600,108000,108000,94500,71100,55800,81900,116100,161100,207900,180000,118800,132300,11700,0,0,0,0,1009800,0,900,40500,43200,27900,95400,45900,36900,247500,422100,49500,20170.7833,135633.7075,231359.3797,27078.8215
26.852018,86.799902,988200,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,0,0,0,0,520200,0,0,471600,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,91800,175500,121500,112500,0,10800,50400,111600,101700,100800,106200,100800,99000,108000,9900,80100,174600,255600,218700,130500,126000,14400,0,0,0,1009800,0,0,0,14400,37800,97200,174600,256500,126900,236700,63000,2700,69513.9133,129712.5319,34480.291,1420.3939
27.300975,87.437462,601200,93600,0,297900,0,0,0,0,578700,98100,0,312300,0,0,0,0,997200,0,0,0,0,0,0,0,0,0,0,97200,912600,0,0,0,0,0,0,0,0,0,144000,252000,145800,117900,0,0,0,2700,23400,36900,55800,86400,97200,125100,11700,52200,151200,311400,291600,137700,24300,0,0,0,0,980100,0,0,0,162900,423900,184500,60300,1800,0,900,48600,97200,-59.9,433.5313,26585.3902,53230.6804
27.463917,86.80144,873000,0,118800,0,0,0,0,0,881100,0,111600,0,0,0,0,0,153900,0,0,838800,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,180900,319500,182700,127800,234000,197100,207900,136800,107100,78300,23400,0,0,0,9900,78300,223200,326700,205200,107100,57600,1800,0,0,0,1009800,0,0,0,8100,75600,243000,429300,249300,4500,0,0,0,2407.2565,-59.9,-59.9,-59.9
26.667147,87.531467,983700,0,0,7200,0,0,0,0,985500,0,0,4500,0,0,0,0,584100,131400,0,272700,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,280800,439200,169200,65700,0,4500,24300,48600,109800,130500,133200,147600,141300,123300,14400,93600,201600,266400,220500,120600,85500,7200,0,0,0,1009800,0,0,0,180000,359100,196200,36900,16200,900,9900,81900,128700,433.5313,5367.8443,44842.3483,70500.7759
27.609187,87.576604,356400,0,0,0,0,0,0,634500,387900,0,601200,0,0,0,0,0,0,0,900900,0,0,0,0,85500,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,79200,145800,92700,79200,444600,270900,162000,84600,31500,0,0,0,0,0,703800,280800,22500,2700,0,0,0,0,0,0,0,0,1009800,0,4500,62100,98100,131400,157500,150300,134100,118800,105300,47700,73461.3637,65073.0316,57671.5621,26091.9589
26.691473,87.392693,989100,0,0,0,0,0,0,0,976500,0,0,13500,0,0,0,0,981000,0,0,7200,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,84600,159300,109800,92700,0,0,0,0,0,0,0,0,0,11700,13500,39600,81900,83700,109800,99000,154800,158400,221400,47700,0,1040400,0,0,0,41400,36000,44100,53100,118800,81900,91800,430200,112500,44842.3483,50270.0926,235800.2614,61619.0125
26.619706,87.388679,0,0,0,979200,10800,0,0,0,0,0,0,991800,0,0,0,0,42300,0,3600,0,0,0,0,0,0,0,0,0,43200,0,0,0,0,0,0,0,0,0,63900,119700,83700,79200,0,0,0,0,900,17100,30600,54900,73800,93600,21600,52200,41400,36900,56700,93600,210600,190800,160200,145800,0,0,1009800,0,0,132300,56700,23400,133200,62100,60300,154800,252900,134100,32999.9971,84810.2836,138594.2953,73461.3637
26.534636,87.67386,0,0,0,990000,0,0,0,0,0,0,0,990000,0,0,0,0,436500,0,552600,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,35100,63900,45000,43200,0,0,7200,29700,61200,102600,115200,106200,107100,113400,0,10800,88200,243900,273600,205200,201600,17100,0,0,0,1009800,0,0,0,0,0,0,2700,22500,261900,552600,196200,4500,143528.6083,302906.9182,107508.1234,2407.2565
28.0437,86.71063,0,0,0,0,0,0,0,993600,0,0,0,0,266400,0,19800,706500,0,0,0,989100,0,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,162000,281700,185400,140400,420300,286200,162900,78300,38700,2700,0,0,0,0,1800,42300,164700,372600,250200,126900,49500,1800,0,0,0,980100,0,0,0,0,0,0,0,51300,474300,461700,22500,0,259978.3951,253070.3569,12275.8825,-59.9
26.977304,86.595366,992700,0,0,0,0,0,0,0,992700,0,0,0,0,0,0,0,900000,33300,11700,45000,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,98100,175500,105300,94500,0,0,900,14400,38700,59400,66600,101700,124200,141300,11700,51300,90900,189000,240300,189000,205200,31500,900,0,0,1009800,0,0,0,46800,184500,90000,101700,192600,146700,102600,115200,29700,80369.4019,56191.2682,63099.3064,16223.3329
26.804222,86.647006,0,0,0,763200,213300,0,18000,0,0,0,0,739800,214200,0,39600,0,0,0,0,0,277200,0,26100,692100,1009800,0,0,0,0,0,0,0,0,0,0,0,0,0,61200,109800,63000,56700,5400,40500,80100,100800,111600,103500,109800,102600,108000,101700,504000,371700,108000,23400,2700,0,0,0,0,0,0,0,1009800,0,0,39600,59400,86400,266400,225900,112500,105300,81900,32400,61619.0125,57671.5621,44842.3483,17703.6268
26.452576,87.099641,0,0,0,976500,0,0,0,0,0,0,0,974700,0,0,0,0,872100,9000,0,105300,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,128700,244800,155700,118800,0,0,0,0,0,0,0,57600,93600,111600,14400,54000,98100,115200,125100,171000,301500,110700,19800,0,0,1009800,0,0,0,35100,21600,4500,14400,121500,225900,256500,275400,54900,123791.3563,140568.0205,150930.0778,30039.4093
27.448765,88.068726,0,0,16200,0,0,0,0,191700,0,0,173700,0,0,0,0,0,0,0,1800,763200,186300,0,37800,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,109800,186300,106200,92700,0,0,0,4500,93600,117900,133200,149400,135900,138600,2700,4500,12600,46800,159300,276300,306900,102600,63000,5400,0,0,980100,0,0,183600,36900,900,2700,4500,3600,40500,401400,306000,1913.8252,22144.5085,220010.4598,167706.742
27.237884,87.24262,0,0,0,989100,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,984600,0,0,0,0,0,0,0,0,0,0,0,0,993600,0,0,0,0,0,42300,76500,54000,54000,0,12600,36900,57600,90000,105300,118800,122400,116100,107100,796500,180900,2700,0,0,0,0,0,0,0,0,0,1009800,0,0,81900,121500,108900,116100,134100,146700,99900,108000,63000,80369.4019,54710.9743,59151.856,34480.291
27.811174,87.295449,0,652500,0,0,0,0,0,337500,60300,784800,62100,0,0,0,0,84600,483300,0,0,509400,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,66600,134100,101700,104400,429300,329400,162900,68400,0,0,0,0,0,0,156600,189000,66600,7200,0,0,0,0,0,0,0,0,470700,0,900,10800,30600,41400,32400,47700,94500,80100,63000,18000,51750.3865,43855.4857,34480.291,9808.726
27.058339,87.433539,881100,0,0,108900,0,0,0,0,901800,0,0,88200,0,0,0,0,0,0,212400,0,0,0,0,12600,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,104400,198000,145800,135900,0,0,0,0,0,0,10800,44100,71100,104400,720900,223200,21600,0,0,0,0,0,0,0,0,0,980100,0,2700,63900,111600,101700,122400,127800,121500,122400,141300,50400,66553.3255,67046.7568,77408.8141,27572.2528
27.429907,87.172775,756900,0,0,232200,0,0,0,0,753300,0,0,234000,0,0,0,0,0,0,0,996300,0,0,0,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,162900,275400,162900,126000,0,0,0,0,5400,92700,111600,95400,97200,117900,62100,175500,199800,165600,104400,86400,147600,62100,6300,0,980100,0,0,0,0,2700,16200,31500,192600,315000,223200,180900,41400,6300,122311.0624,99119.7913,22637.9398,3394.1191
27.625303,86.597741,900000,92700,0,0,0,0,0,0,893700,99000,0,0,0,0,0,0,818100,0,0,177300,0,0,0,0,0,0,919800,90000,0,0,0,0,0,0,0,0,0,0,127800,207900,112500,90900,0,0,0,0,0,0,0,9000,34200,54900,619200,337500,48600,4500,0,0,0,0,0,0,0,0,1009800,0,2700,67500,110700,153900,129600,108000,130500,156600,121500,28800,71487.6385,85797.1462,66553.3255,15729.9016
